id,gender,age,age_o,race,race_o,importance_same_race,importance_same_religion,field,attractive_important,sincere_important,intellicence_important,funny_important,ambtition_important,shared_interests_important,attractive,sincere,intelligence,funny,ambition,attractive_partner,sincere_partner,intelligence_partner,funny_partner,ambition_partner,shared_interests_partner,pref_o_attractive,pref_o_sincere,pref_o_intelligence,pref_o_funny,pref_o_ambitious,pref_o_shared_interests,attractive_o,sinsere_o,intelligence_o,funny_o,ambitous_o,shared_interests_o,sports,tvsports,exercise,dining,museums,art,hiking,gaming,clubbing,reading,tv,theater,movies,concerts,music,shopping,yoga,interests_correlate,expected_happy_with_sd_people,expected_num_interested_in_me,expected_num_matches,like,guess_prob_liked,met,match
6978,female,25,20,Latino/Hispanic American,Asian/Pacific Islander/Asian-American,1,3,Urban Planning,10.0,25.0,25.0,20.0,10.0,10.0,8,10,10,8,9,6.0,8.0,8.0,8.0,10.0,5.0,30.0,10.0,10.0,30.0,10.0,10.0,7.0,10.0,10.0,8.0,10.0,8.0,10,6,7,9,9,8,9,1,7,8,1,10,10,10,10,5,9,-0.04,4,,12.0,7.0,7.0,0,0
6979,female,25,30,Latino/Hispanic American,European/Caucasian-American,1,3,Urban Planning,10.0,25.0,25.0,20.0,10.0,10.0,8,10,10,8,9,7.0,6.0,8.0,6.0,8.0,7.0,25.0,25.0,25.0,25.0,0.0,0.0,9.0,7.0,7.0,7.0,7.0,6.0,10,6,7,9,9,8,9,1,7,8,1,10,10,10,10,5,9,0.42,4,,12.0,7.0,6.0,0,0
698,male,27,25,Black/African American,European/Caucasian-American,4,4,Law,35.0,10.0,20.0,15.0,10.0,10.0,8,9,9,10,8,7.0,,,,,,20.0,20.0,15.0,15.0,15.0,15.0,9.0,8.0,9.0,8.0,10.0,7.0,10,10,3,8,5,3,4,3,10,5,6,8,10,7,10,6,2,0.35,5,7,5.0,8.0,7.0,0,0
6980,female,25,32,Latino/Hispanic American,Other,1,3,Urban Planning,10.0,25.0,25.0,20.0,10.0,10.0,8,10,10,8,9,3.0,4.0,6.0,,6.0,6.0,20.0,20.0,20.0,15.0,15.0,10.0,7.0,6.0,6.0,7.0,5.0,5.0,10,6,7,9,9,8,9,1,7,8,1,10,10,10,10,5,9,0.09,4,,12.0,8.0,9.0,0,0
6981,female,34,23,Asian/Pacific Islander/Asian-American,European/Caucasian-American,1,1,Biotechnology,15.0,20.0,20.0,15.0,15.0,15.0,7,9,8,10,7,10.0,9.0,8.0,8.0,8.0,8.0,25.0,20.0,15.0,20.0,5.0,15.0,3.0,7.0,8.0,2.0,6.0,1.0,7,5,5,8,8,8,8,6,6,9,8,8,9,9,9,7,7,0.54,7,,3.0,8.0,5.0,0,0
6982,female,34,30,Asian/Pacific Islander/Asian-American,European/Caucasian-American,1,1,Biotechnology,15.0,20.0,20.0,15.0,15.0,15.0,7,9,8,10,7,10.0,8.0,8.0,10.0,8.0,8.0,20.0,10.0,22.0,20.0,15.0,13.0,5.0,5.0,6.0,5.0,5.0,5.0,7,5,5,8,8,8,8,6,6,9,8,8,9,9,9,7,7,0.14,7,,3.0,10.0,8.0,0,0
6983,female,34,28,Asian/Pacific Islander/Asian-American,European/Caucasian-American,1,1,Biotechnology,15.0,20.0,20.0,15.0,15.0,15.0,7,9,8,10,7,10.0,8.0,8.0,8.0,10.0,7.0,40.0,20.0,20.0,20.0,0.0,0.0,6.0,10.0,9.0,10.0,9.0,10.0,7,5,5,8,8,8,8,6,6,9,8,8,9,9,9,7,7,0.58,7,,3.0,7.0,5.0,0,0
6984,female,34,31,Asian/Pacific Islander/Asian-American,Asian/Pacific Islander/Asian-American,1,1,Biotechnology,15.0,20.0,20.0,15.0,15.0,15.0,7,9,8,10,7,8.0,10.0,10.0,8.0,8.0,8.0,16.0,16.0,20.0,16.0,16.0,16.0,7.0,7.0,8.0,5.0,9.0,8.0,7,5,5,8,8,8,8,6,6,9,8,8,9,9,9,7,7,0.62,7,,3.0,8.0,7.0,0,1
6985,female,34,29,Asian/Pacific Islander/Asian-American,Black/African American,1,1,Biotechnology,15.0,20.0,20.0,15.0,15.0,15.0,7,9,8,10,7,8.0,9.0,9.0,8.0,7.0,7.0,20.0,15.0,20.0,15.0,15.0,15.0,9.0,10.0,10.0,8.0,10.0,7.0,7,5,5,8,8,8,8,6,6,9,8,8,9,9,9,7,7,-0.12,7,,3.0,7.0,5.0,0,0
6986,female,34,32,Asian/Pacific Islander/Asian-American,Latino/Hispanic American,1,1,Biotechnology,15.0,20.0,20.0,15.0,15.0,15.0,7,9,8,10,7,8.0,9.0,9.0,8.0,8.0,7.0,20.0,20.0,20.0,15.0,10.0,15.0,5.0,7.0,6.0,4.0,5.0,6.0,7,5,5,8,8,8,8,6,6,9,8,8,9,9,9,7,7,0.53,7,,3.0,7.0,6.0,0,0
6987,female,34,24,Asian/Pacific Islander/Asian-American,Asian/Pacific Islander/Asian-American,1,1,Biotechnology,15.0,20.0,20.0,15.0,15.0,15.0,7,9,8,10,7,8.0,10.0,10.0,9.0,9.0,7.0,25.0,26.0,15.0,10.0,9.0,15.0,5.0,5.0,6.0,5.0,6.0,5.0,7,5,5,8,8,8,8,6,6,9,8,8,9,9,9,7,7,0.64,7,,3.0,7.0,5.0,0,0
6988,female,34,29,Asian/Pacific Islander/Asian-American,Asian/Pacific Islander/Asian-American,1,1,Biotechnology,15.0,20.0,20.0,15.0,15.0,15.0,7,9,8,10,7,8.0,8.0,8.0,8.0,10.0,7.0,15.0,20.0,20.0,20.0,5.0,20.0,5.0,5.0,5.0,5.0,5.0,5.0,7,5,5,8,8,8,8,6,6,9,8,8,9,9,9,7,7,0.48,7,,3.0,8.0,7.0,0,0
6989,female,34,28,Asian/Pacific Islander/Asian-American,European/Caucasian-American,1,1,Biotechnology,15.0,20.0,20.0,15.0,15.0,15.0,7,9,8,10,7,9.0,9.0,9.0,8.0,9.0,7.0,20.0,10.0,20.0,20.0,20.0,0.0,5.0,5.0,6.0,5.0,5.0,6.0,7,5,5,8,8,8,8,6,6,9,8,8,9,9,9,7,7,0.07,7,,3.0,9.0,7.0,0,0
699,male,27,23,Black/African American,European/Caucasian-American,4,4,Law,35.0,10.0,20.0,15.0,10.0,10.0,8,9,9,10,8,8.0,,,,,,20.0,20.0,20.0,15.0,15.0,10.0,7.0,6.0,6.0,7.0,6.0,6.0,10,10,3,8,5,3,4,3,10,5,6,8,10,7,10,6,2,0.21,5,7,5.0,8.0,7.0,0,0
6990,female,34,29,Asian/Pacific Islander/Asian-American,European/Caucasian-American,1,1,Biotechnology,15.0,20.0,20.0,15.0,15.0,15.0,7,9,8,10,7,8.0,8.0,10.0,10.0,9.0,9.0,30.0,15.0,20.0,10.0,10.0,15.0,7.0,6.0,8.0,5.0,7.0,4.0,7,5,5,8,8,8,8,6,6,9,8,8,9,9,9,7,7,0.91,7,,3.0,8.0,6.0,0,0
6991,female,34,29,Asian/Pacific Islander/Asian-American,Latino/Hispanic American,1,1,Biotechnology,15.0,20.0,20.0,15.0,15.0,15.0,7,9,8,10,7,9.0,9.0,9.0,9.0,10.0,8.0,30.0,10.0,25.0,20.0,8.0,7.0,6.0,7.0,6.0,5.0,5.0,5.0,7,5,5,8,8,8,8,6,6,9,8,8,9,9,9,7,7,0.23,7,,3.0,8.0,7.0,0,0
6992,female,34,30,Asian/Pacific Islander/Asian-American,Other,1,1,Biotechnology,15.0,20.0,20.0,15.0,15.0,15.0,7,9,8,10,7,8.0,10.0,10.0,8.0,9.0,9.0,30.0,0.0,30.0,30.0,10.0,0.0,8.0,10.0,10.0,2.0,8.0,10.0,7,5,5,8,8,8,8,6,6,9,8,8,9,9,9,7,7,-0.16,7,,3.0,9.0,7.0,0,0
6993,female,34,20,Asian/Pacific Islander/Asian-American,Asian/Pacific Islander/Asian-American,1,1,Biotechnology,15.0,20.0,20.0,15.0,15.0,15.0,7,9,8,10,7,7.0,8.0,8.0,8.0,8.0,7.0,30.0,10.0,10.0,30.0,10.0,10.0,5.0,10.0,10.0,6.0,7.0,4.0,7,5,5,8,8,8,8,6,6,9,8,8,9,9,9,7,7,-0.09,7,,3.0,8.0,7.0,0,0
6994,female,34,30,Asian/Pacific Islander/Asian-American,European/Caucasian-American,1,1,Biotechnology,15.0,20.0,20.0,15.0,15.0,15.0,7,9,8,10,7,10.0,9.0,10.0,10.0,10.0,9.0,25.0,25.0,25.0,25.0,0.0,0.0,8.0,8.0,9.0,6.0,9.0,5.0,7,5,5,8,8,8,8,6,6,9,8,8,9,9,9,7,7,0.34,7,,3.0,10.0,8.0,0,0
6995,female,34,32,Asian/Pacific Islander/Asian-American,Other,1,1,Biotechnology,15.0,20.0,20.0,15.0,15.0,15.0,7,9,8,10,7,8.0,8.0,10.0,10.0,9.0,8.0,20.0,20.0,20.0,15.0,15.0,10.0,5.0,7.0,7.0,4.0,4.0,3.0,7,5,5,8,8,8,8,6,6,9,8,8,9,9,9,7,7,0.03,7,,3.0,8.0,6.0,0,0
6996,female,30,23,Black/African American,European/Caucasian-American,1,1,biotechnology,15.0,20.0,10.0,30.0,5.0,20.0,9,9,10,8,7,8.0,7.0,8.0,6.0,7.0,5.0,25.0,20.0,15.0,20.0,5.0,15.0,7.0,8.0,7.0,4.0,6.0,7.0,10,2,10,10,7,7,9,2,9,8,1,4,3,7,10,6,9,0.31,9,,6.0,6.0,8.0,,0
6997,female,30,30,Black/African American,European/Caucasian-American,1,1,biotechnology,15.0,20.0,10.0,30.0,5.0,20.0,9,9,10,8,7,7.0,6.0,8.0,5.0,8.0,5.0,20.0,10.0,22.0,20.0,15.0,13.0,7.0,7.0,8.0,6.0,6.0,6.0,10,2,10,10,7,7,9,2,9,8,1,4,3,7,10,6,9,0.22,9,,6.0,7.0,7.0,0,0
6998,female,30,28,Black/African American,European/Caucasian-American,1,1,biotechnology,15.0,20.0,10.0,30.0,5.0,20.0,9,9,10,8,7,9.0,7.0,9.0,9.0,8.0,7.0,40.0,20.0,20.0,20.0,0.0,0.0,8.0,10.0,10.0,10.0,10.0,9.0,10,2,10,10,7,7,9,2,9,8,1,4,3,7,10,6,9,0.42,9,,6.0,9.0,8.0,0,0
6999,female,30,31,Black/African American,Asian/Pacific Islander/Asian-American,1,1,biotechnology,15.0,20.0,10.0,30.0,5.0,20.0,9,9,10,8,7,4.0,8.0,9.0,3.0,10.0,4.0,16.0,16.0,20.0,16.0,16.0,16.0,9.0,9.0,9.0,9.0,,8.0,10,2,10,10,7,7,9,2,9,8,1,4,3,7,10,6,9,0.54,9,,6.0,5.0,5.0,0,0
7,female,21,27,Asian/Pacific Islander/Asian-American,European/Caucasian-American,2,4,Law,15.0,20.0,20.0,15.0,15.0,15.0,6,8,8,8,7,4.0,9.0,7.0,6.0,5.0,6.0,33.33,11.11,11.11,11.11,11.11,22.22,6.0,7.0,5.0,6.0,8.0,6.0,9,2,8,9,1,1,5,1,5,6,9,1,10,10,9,8,1,0.5,3,2,4.0,6.0,7.0,,0
70,female,25,27,European/Caucasian-American,European/Caucasian-American,1,1,Masters in Public Administration,9.09,18.18,27.27,18.18,18.18,9.09,7,4,8,8,8,5.0,8.0,7.0,4.0,7.0,5.0,35.0,20.0,20.0,20.0,0.0,5.0,8.0,7.0,6.0,6.0,6.0,5.0,2,2,1,10,9,9,3,2,10,8,10,9,9,6,6,8,6,-0.03,6,10,,4.0,5.0,0,0
700,male,27,22,Black/African American,Latino/Hispanic American,4,4,Law,35.0,10.0,20.0,15.0,10.0,10.0,8,9,9,10,8,8.0,,,7.0,,6.0,17.0,10.0,18.0,20.0,25.0,10.0,6.0,5.0,6.0,7.0,8.0,4.0,10,10,3,8,5,3,4,3,10,5,6,8,10,7,10,6,2,-0.23,5,7,5.0,8.0,7.0,0,1
7000,female,30,29,Black/African American,Black/African American,1,1,biotechnology,15.0,20.0,10.0,30.0,5.0,20.0,9,9,10,8,7,4.0,9.0,8.0,6.0,6.0,8.0,20.0,15.0,20.0,15.0,15.0,15.0,10.0,10.0,10.0,10.0,10.0,9.0,10,2,10,10,7,7,9,2,9,8,1,4,3,7,10,6,9,-0.3,9,,6.0,6.0,10.0,0,0
7001,female,30,32,Black/African American,Latino/Hispanic American,1,1,biotechnology,15.0,20.0,10.0,30.0,5.0,20.0,9,9,10,8,7,7.0,9.0,9.0,6.0,10.0,,20.0,20.0,20.0,15.0,10.0,15.0,9.0,7.0,6.0,9.0,9.0,6.0,10,2,10,10,7,7,9,2,9,8,1,4,3,7,10,6,9,0.5,9,,6.0,7.0,8.0,0,1
7002,female,30,24,Black/African American,Asian/Pacific Islander/Asian-American,1,1,biotechnology,15.0,20.0,10.0,30.0,5.0,20.0,9,9,10,8,7,4.0,10.0,9.0,5.0,7.0,5.0,25.0,26.0,15.0,10.0,9.0,15.0,7.0,6.0,7.0,7.0,7.0,5.0,10,2,10,10,7,7,9,2,9,8,1,4,3,7,10,6,9,-0.21,9,,6.0,7.0,5.0,0,0
7003,female,30,29,Black/African American,Asian/Pacific Islander/Asian-American,1,1,biotechnology,15.0,20.0,10.0,30.0,5.0,20.0,9,9,10,8,7,5.0,8.0,9.0,6.0,8.0,5.0,15.0,20.0,20.0,20.0,5.0,20.0,9.0,9.0,9.0,9.0,9.0,9.0,10,2,10,10,7,7,9,2,9,8,1,4,3,7,10,6,9,0.02,9,,6.0,6.0,10.0,0,0
7004,female,30,28,Black/African American,European/Caucasian-American,1,1,biotechnology,15.0,20.0,10.0,30.0,5.0,20.0,9,9,10,8,7,10.0,9.0,9.0,9.0,8.0,9.0,20.0,10.0,20.0,20.0,20.0,0.0,8.0,7.0,8.0,8.0,9.0,7.0,10,2,10,10,7,7,9,2,9,8,1,4,3,7,10,6,9,-0.07,9,,6.0,9.0,10.0,0,1
7005,female,30,29,Black/African American,European/Caucasian-American,1,1,biotechnology,15.0,20.0,10.0,30.0,5.0,20.0,9,9,10,8,7,4.0,5.0,9.0,7.0,8.0,5.0,30.0,15.0,20.0,10.0,10.0,15.0,8.0,8.0,8.0,8.0,7.0,8.0,10,2,10,10,7,7,9,2,9,8,1,4,3,7,10,6,9,-0.04,9,,6.0,5.0,5.0,0,0
7006,female,30,29,Black/African American,Latino/Hispanic American,1,1,biotechnology,15.0,20.0,10.0,30.0,5.0,20.0,9,9,10,8,7,9.0,8.0,8.0,7.0,7.0,5.0,30.0,10.0,25.0,20.0,8.0,7.0,7.0,6.0,7.0,7.0,6.0,5.0,10,2,10,10,7,7,9,2,9,8,1,4,3,7,10,6,9,0.78,9,,6.0,,,0,0
7007,female,30,30,Black/African American,Other,1,1,biotechnology,15.0,20.0,10.0,30.0,5.0,20.0,9,9,10,8,7,8.0,7.0,7.0,9.0,7.0,8.0,30.0,0.0,30.0,30.0,10.0,0.0,10.0,10.0,10.0,10.0,10.0,10.0,10,2,10,10,7,7,9,2,9,8,1,4,3,7,10,6,9,0.32,9,,6.0,7.0,10.0,0,1
7008,female,30,20,Black/African American,Asian/Pacific Islander/Asian-American,1,1,biotechnology,15.0,20.0,10.0,30.0,5.0,20.0,9,9,10,8,7,9.0,8.0,8.0,9.0,8.0,7.0,30.0,10.0,10.0,30.0,10.0,10.0,6.0,7.0,10.0,9.0,6.0,5.0,10,2,10,10,7,7,9,2,9,8,1,4,3,7,10,6,9,-0.21,9,,6.0,8.0,10.0,0,0
7009,female,30,30,Black/African American,European/Caucasian-American,1,1,biotechnology,15.0,20.0,10.0,30.0,5.0,20.0,9,9,10,8,7,9.0,9.0,9.0,9.0,6.0,5.0,25.0,25.0,25.0,25.0,0.0,0.0,7.0,7.0,7.0,9.0,8.0,6.0,10,2,10,10,7,7,9,2,9,8,1,4,3,7,10,6,9,-0.06,9,,6.0,9.0,9.0,0,1
701,male,27,26,Black/African American,European/Caucasian-American,4,4,Law,35.0,10.0,20.0,15.0,10.0,10.0,8,9,9,10,8,6.0,8.0,8.0,7.0,8.0,5.0,,,,,,,5.0,8.0,9.0,5.0,8.0,6.0,10,10,3,8,5,3,4,3,10,5,6,8,10,7,10,6,2,,5,7,5.0,7.0,7.0,0,0
7010,female,30,32,Black/African American,Other,1,1,biotechnology,15.0,20.0,10.0,30.0,5.0,20.0,9,9,10,8,7,9.0,10.0,8.0,10.0,6.0,,20.0,20.0,20.0,15.0,15.0,10.0,7.0,8.0,7.0,7.0,6.0,5.0,10,2,10,10,7,7,9,2,9,8,1,4,3,7,10,6,9,-0.04,9,,6.0,8.0,9.0,,0
7011,female,27,23,Latino/Hispanic American,European/Caucasian-American,1,2,SIPA-International Affairs,10.0,15.0,30.0,10.0,15.0,20.0,5,8,5,7,7,6.0,8.0,7.0,3.0,3.0,6.0,25.0,20.0,15.0,20.0,5.0,15.0,5.0,8.0,7.0,7.0,8.0,5.0,1,1,6,10,6,5,2,0,5,4,4,9,8,3,5,6,9,0.66,5,,,6.0,7.0,0,0
7012,female,27,30,Latino/Hispanic American,European/Caucasian-American,1,2,SIPA-International Affairs,10.0,15.0,30.0,10.0,15.0,20.0,5,8,5,7,7,4.0,7.0,7.0,6.0,,8.0,20.0,10.0,22.0,20.0,15.0,13.0,5.0,7.0,7.0,7.0,5.0,8.0,1,1,6,10,6,5,2,0,5,4,4,9,8,3,5,6,9,0.22,5,,,7.0,7.0,0,0
7013,female,27,28,Latino/Hispanic American,European/Caucasian-American,1,2,SIPA-International Affairs,10.0,15.0,30.0,10.0,15.0,20.0,5,8,5,7,7,6.0,3.0,8.0,6.0,5.0,5.0,40.0,20.0,20.0,20.0,0.0,0.0,7.0,10.0,8.0,9.0,7.0,6.0,1,1,6,10,6,5,2,0,5,4,4,9,8,3,5,6,9,0.56,5,,,5.0,5.0,0,0
7014,female,27,31,Latino/Hispanic American,Asian/Pacific Islander/Asian-American,1,2,SIPA-International Affairs,10.0,15.0,30.0,10.0,15.0,20.0,5,8,5,7,7,4.0,6.0,7.0,3.0,5.0,4.0,16.0,16.0,20.0,16.0,16.0,16.0,8.0,7.0,7.0,7.0,,7.0,1,1,6,10,6,5,2,0,5,4,4,9,8,3,5,6,9,0.38,5,,,5.0,5.0,0,0
7015,female,27,29,Latino/Hispanic American,Black/African American,1,2,SIPA-International Affairs,10.0,15.0,30.0,10.0,15.0,20.0,5,8,5,7,7,4.0,4.0,4.0,4.0,4.0,6.0,20.0,15.0,20.0,15.0,15.0,15.0,9.0,10.0,10.0,10.0,10.0,10.0,1,1,6,10,6,5,2,0,5,4,4,9,8,3,5,6,9,0.22,5,,,3.0,3.0,0,0
7016,female,27,32,Latino/Hispanic American,Latino/Hispanic American,1,2,SIPA-International Affairs,10.0,15.0,30.0,10.0,15.0,20.0,5,8,5,7,7,5.0,6.0,7.0,5.0,5.0,5.0,20.0,20.0,20.0,15.0,10.0,15.0,5.0,7.0,6.0,5.0,7.0,5.0,1,1,6,10,6,5,2,0,5,4,4,9,8,3,5,6,9,0.58,5,,,5.0,5.0,0,0
7017,female,27,24,Latino/Hispanic American,Asian/Pacific Islander/Asian-American,1,2,SIPA-International Affairs,10.0,15.0,30.0,10.0,15.0,20.0,5,8,5,7,7,3.0,,7.0,3.0,3.0,2.0,25.0,26.0,15.0,10.0,9.0,15.0,6.0,4.0,8.0,7.0,8.0,2.0,1,1,6,10,6,5,2,0,5,4,4,9,8,3,5,6,9,0.34,5,,,4.0,5.0,0,0
7018,female,27,29,Latino/Hispanic American,Asian/Pacific Islander/Asian-American,1,2,SIPA-International Affairs,10.0,15.0,30.0,10.0,15.0,20.0,5,8,5,7,7,4.0,4.0,6.0,4.0,4.0,4.0,15.0,20.0,20.0,20.0,5.0,20.0,10.0,10.0,10.0,10.0,10.0,10.0,1,1,6,10,6,5,2,0,5,4,4,9,8,3,5,6,9,0.61,5,,,5.0,6.0,0,0
7019,female,27,28,Latino/Hispanic American,European/Caucasian-American,1,2,SIPA-International Affairs,10.0,15.0,30.0,10.0,15.0,20.0,5,8,5,7,7,7.0,4.0,6.0,6.0,,5.0,20.0,10.0,20.0,20.0,20.0,0.0,6.0,7.0,6.0,10.0,6.0,6.0,1,1,6,10,6,5,2,0,5,4,4,9,8,3,5,6,9,0.34,5,,,5.0,5.0,0,1
702,male,27,22,Black/African American,European/Caucasian-American,4,4,Law,35.0,10.0,20.0,15.0,10.0,10.0,8,9,9,10,8,6.0,,,,,,20.0,22.0,18.0,15.0,15.0,10.0,7.0,7.0,7.0,7.0,7.0,,10,10,3,8,5,3,4,3,10,5,6,8,10,7,10,6,2,0.54,5,7,5.0,7.0,7.0,0,0
7020,female,27,29,Latino/Hispanic American,European/Caucasian-American,1,2,SIPA-International Affairs,10.0,15.0,30.0,10.0,15.0,20.0,5,8,5,7,7,3.0,3.0,4.0,3.0,3.0,3.0,30.0,15.0,20.0,10.0,10.0,15.0,10.0,9.0,7.0,7.0,7.0,6.0,1,1,6,10,6,5,2,0,5,4,4,9,8,3,5,6,9,0.53,5,,,3.0,4.0,0,0
7021,female,27,29,Latino/Hispanic American,Latino/Hispanic American,1,2,SIPA-International Affairs,10.0,15.0,30.0,10.0,15.0,20.0,5,8,5,7,7,8.0,5.0,7.0,7.0,7.0,6.0,30.0,10.0,25.0,20.0,8.0,7.0,5.0,6.0,5.0,5.0,5.0,5.0,1,1,6,10,6,5,2,0,5,4,4,9,8,3,5,6,9,0.3,5,,,5.0,5.0,0,0
7022,female,27,30,Latino/Hispanic American,Other,1,2,SIPA-International Affairs,10.0,15.0,30.0,10.0,15.0,20.0,5,8,5,7,7,6.0,4.0,5.0,5.0,6.0,6.0,30.0,0.0,30.0,30.0,10.0,0.0,10.0,8.0,10.0,8.0,2.0,1.0,1,1,6,10,6,5,2,0,5,4,4,9,8,3,5,6,9,0.09,5,,,5.0,5.0,0,1
7023,female,27,20,Latino/Hispanic American,Asian/Pacific Islander/Asian-American,1,2,SIPA-International Affairs,10.0,15.0,30.0,10.0,15.0,20.0,5,8,5,7,7,8.0,5.0,7.0,7.0,7.0,7.0,30.0,10.0,10.0,30.0,10.0,10.0,7.0,9.0,10.0,10.0,10.0,9.0,1,1,6,10,6,5,2,0,5,4,4,9,8,3,5,6,9,0.11,5,,,7.0,5.0,0,0
7024,female,27,30,Latino/Hispanic American,European/Caucasian-American,1,2,SIPA-International Affairs,10.0,15.0,30.0,10.0,15.0,20.0,5,8,5,7,7,4.0,3.0,4.0,4.0,4.0,4.0,25.0,25.0,25.0,25.0,0.0,0.0,6.0,6.0,8.0,5.0,7.0,5.0,1,1,6,10,6,5,2,0,5,4,4,9,8,3,5,6,9,0.5,5,,,4.0,4.0,0,0
7025,female,27,32,Latino/Hispanic American,Other,1,2,SIPA-International Affairs,10.0,15.0,30.0,10.0,15.0,20.0,5,8,5,7,7,4.0,3.0,4.0,5.0,3.0,4.0,20.0,20.0,20.0,15.0,15.0,10.0,7.0,7.0,7.0,7.0,5.0,5.0,1,1,6,10,6,5,2,0,5,4,4,9,8,3,5,6,9,0.09,5,,,4.0,5.0,0,0
7026,female,25,23,European/Caucasian-American,European/Caucasian-American,1,3,SIPA-International Affairs,20.0,20.0,20.0,15.0,15.0,10.0,7,9,5,7,6,7.0,4.0,5.0,3.0,4.0,3.0,25.0,20.0,15.0,20.0,5.0,15.0,5.0,5.0,5.0,5.0,5.0,1.0,4,1,7,9,5,5,4,1,7,3,3,3,3,3,7,6,3,0.41,5,,2.0,4.0,2.0,0,0
7027,female,25,30,European/Caucasian-American,European/Caucasian-American,1,3,SIPA-International Affairs,20.0,20.0,20.0,15.0,15.0,10.0,7,9,5,7,6,6.0,7.0,7.0,6.0,8.0,5.0,20.0,10.0,22.0,20.0,15.0,13.0,6.0,6.0,7.0,6.0,6.0,6.0,4,1,7,9,5,5,4,1,7,3,3,3,3,3,7,6,3,0.08,5,,2.0,6.0,4.0,0,0
7028,female,25,28,European/Caucasian-American,European/Caucasian-American,1,3,SIPA-International Affairs,20.0,20.0,20.0,15.0,15.0,10.0,7,9,5,7,6,4.0,4.0,4.0,7.0,5.0,7.0,40.0,20.0,20.0,20.0,0.0,0.0,8.0,10.0,8.0,9.0,7.0,5.0,4,1,7,9,5,5,4,1,7,3,3,3,3,3,7,6,3,0.38,5,,2.0,5.0,5.0,0,0
7029,female,25,31,European/Caucasian-American,Asian/Pacific Islander/Asian-American,1,3,SIPA-International Affairs,20.0,20.0,20.0,15.0,15.0,10.0,7,9,5,7,6,4.0,8.0,9.0,6.0,5.0,2.0,16.0,16.0,20.0,16.0,16.0,16.0,9.0,9.0,7.0,8.0,,,4,1,7,9,5,5,4,1,7,3,3,3,3,3,7,6,3,0.27,5,,2.0,8.0,7.0,0,1
703,male,27,23,Black/African American,European/Caucasian-American,4,4,Law,35.0,10.0,20.0,15.0,10.0,10.0,8,9,9,10,8,6.0,,,,,,10.0,20.0,20.0,20.0,20.0,10.0,7.0,7.0,8.0,8.0,7.0,7.0,10,10,3,8,5,3,4,3,10,5,6,8,10,7,10,6,2,0.51,5,7,5.0,,,0,0
7030,female,25,29,European/Caucasian-American,Black/African American,1,3,SIPA-International Affairs,20.0,20.0,20.0,15.0,15.0,10.0,7,9,5,7,6,7.0,8.0,8.0,8.0,5.0,6.0,20.0,15.0,20.0,15.0,15.0,15.0,10.0,10.0,10.0,10.0,10.0,9.0,4,1,7,9,5,5,4,1,7,3,3,3,3,3,7,6,3,-0.15,5,,2.0,8.0,6.0,1,1
7031,female,25,32,European/Caucasian-American,Latino/Hispanic American,1,3,SIPA-International Affairs,20.0,20.0,20.0,15.0,15.0,10.0,7,9,5,7,6,8.0,8.0,8.0,7.0,8.0,5.0,20.0,20.0,20.0,15.0,10.0,15.0,8.0,8.0,7.0,6.0,7.0,5.0,4,1,7,9,5,5,4,1,7,3,3,3,3,3,7,6,3,0.47,5,,2.0,5.0,6.0,0,0
7032,female,25,24,European/Caucasian-American,Asian/Pacific Islander/Asian-American,1,3,SIPA-International Affairs,20.0,20.0,20.0,15.0,15.0,10.0,7,9,5,7,6,4.0,6.0,9.0,2.0,3.0,3.0,25.0,26.0,15.0,10.0,9.0,15.0,7.0,8.0,5.0,5.0,6.0,1.0,4,1,7,9,5,5,4,1,7,3,3,3,3,3,7,6,3,0.03,5,,2.0,3.0,3.0,0,0
7033,female,25,29,European/Caucasian-American,Asian/Pacific Islander/Asian-American,1,3,SIPA-International Affairs,20.0,20.0,20.0,15.0,15.0,10.0,7,9,5,7,6,6.0,5.0,6.0,5.0,4.0,3.0,15.0,20.0,20.0,20.0,5.0,20.0,,,,,,,4,1,7,9,5,5,4,1,7,3,3,3,3,3,7,6,3,0.31,5,,2.0,4.0,3.0,0,0
7035,female,25,29,European/Caucasian-American,European/Caucasian-American,1,3,SIPA-International Affairs,20.0,20.0,20.0,15.0,15.0,10.0,7,9,5,7,6,,5.0,8.0,6.0,7.0,3.0,30.0,15.0,20.0,10.0,10.0,15.0,9.0,9.0,8.0,8.0,7.0,6.0,4,1,7,9,5,5,4,1,7,3,3,3,3,3,7,6,3,0.11,5,,2.0,5.0,4.0,0,0
7036,female,25,29,European/Caucasian-American,Latino/Hispanic American,1,3,SIPA-International Affairs,20.0,20.0,20.0,15.0,15.0,10.0,7,9,5,7,6,9.0,5.0,7.0,8.0,6.0,6.0,30.0,10.0,25.0,20.0,8.0,7.0,5.0,6.0,6.0,7.0,6.0,6.0,4,1,7,9,5,5,4,1,7,3,3,3,3,3,7,6,3,0.6,5,,2.0,6.0,5.0,0,0
7037,female,25,30,European/Caucasian-American,Other,1,3,SIPA-International Affairs,20.0,20.0,20.0,15.0,15.0,10.0,7,9,5,7,6,8.0,6.0,7.0,7.0,5.0,4.0,30.0,0.0,30.0,30.0,10.0,0.0,7.0,10.0,10.0,10.0,10.0,,4,1,7,9,5,5,4,1,7,3,3,3,3,3,7,6,3,0.27,5,,2.0,7.0,5.0,0,0
